kode_provinsi,nama_provinsi,indikator_upaya_kesehatan,tahun,nilai
16,"Prov. Sumatera Selatan","PersentasePeserta KB Baru",2000,0
16,"Prov. Sumatera Selatan","PersentasePeserta KB Baru",2001,121189
16,"Prov. Sumatera Selatan","PersentasePeserta KB Baru",2002,202080
16,"Prov. Sumatera Selatan","PersentasePeserta KB Baru",2003,18015
16,"Prov. Sumatera Selatan","PersentasePeserta KB Baru",2004,0
16,"Prov. Sumatera Selatan","PersentasePeserta KB Baru",2005,188429
16,"Prov. Sumatera Selatan","PersentasePeserta KB Baru",2006,223903
16,"Prov. Sumatera Selatan","PersentasePeserta KB Baru",2007,273779
16,"Prov. Sumatera Selatan","PersentasePeserta KB Baru",2008,354143
16,"Prov. Sumatera Selatan","PersentasePeserta KB Baru",2009,28.52
16,"Prov. Sumatera Selatan","PersentasePeserta KB Baru",2010,28.52
16,"Prov. Sumatera Selatan","PersentasePeserta KB Baru",2011,28.52
16,"Prov. Sumatera Selatan","PersentasePeserta KB Baru",2012,28.52
16,"Prov. Sumatera Selatan","Prevalensi BBLR per 100",2000,7.38
16,"Prov. Sumatera Selatan","Prevalensi BBLR per 100",2001,.55
16,"Prov. Sumatera Selatan","Prevalensi BBLR per 100",2002,0
16,"Prov. Sumatera Selatan","Prevalensi BBLR per 100",2003,0
16,"Prov. Sumatera Selatan","Prevalensi BBLR per 100",2004,0
16,"Prov. Sumatera Selatan","Prevalensi BBLR per 100",2005,0
16,"Prov. Sumatera Selatan","Prevalensi BBLR per 100",2006,0
16,"Prov. Sumatera Selatan","Prevalensi BBLR per 100",2007,19.5
16,"Prov. Sumatera Selatan","Prevalensi BBLR per 100",2008,0
16,"Prov. Sumatera Selatan","Prevalensi BBLR per 100",2009,0
16,"Prov. Sumatera Selatan","Prevalensi BBLR per 100",2010,0
16,"Prov. Sumatera Selatan","Prevalensi BBLR per 100",2011,0
16,"Prov. Sumatera Selatan","Prevalensi BBLR per 100",2012,0
17,"Prov. Bengkulu","Jumlah Peserta JPK",2000,0
17,"Prov. Bengkulu","Jumlah Peserta JPK",2001,0
17,"Prov. Bengkulu","Jumlah Peserta JPK",2002,203603
17,"Prov. Bengkulu","Jumlah Peserta JPK",2003,317591
17,"Prov. Bengkulu","Jumlah Peserta JPK",2004,480349
17,"Prov. Bengkulu","Jumlah Peserta JPK",2005,763911
17,"Prov. Bengkulu","Jumlah Peserta JPK",2006,698241
17,"Prov. Bengkulu","Jumlah Peserta JPK",2007,827726
17,"Prov. Bengkulu","Jumlah Peserta JPK",2008,0
17,"Prov. Bengkulu","Jumlah Peserta JPK",2009,0
17,"Prov. Bengkulu","Jumlah Peserta JPK",2010,0
17,"Prov. Bengkulu","Jumlah Peserta JPK",2011,0
17,"Prov. Bengkulu","Jumlah Peserta JPK",2012,0
17,"Prov. Bengkulu","Persen Balita Gizi Buruk",2000,0
17,"Prov. Bengkulu","Persen Balita Gizi Buruk",2001,3.62
17,"Prov. Bengkulu","Persen Balita Gizi Buruk",2002,5.7
17,"Prov. Bengkulu","Persen Balita Gizi Buruk",2003,7.77
17,"Prov. Bengkulu","Persen Balita Gizi Buruk",2004,0
17,"Prov. Bengkulu","Persen Balita Gizi Buruk",2005,.23
17,"Prov. Bengkulu","Persen Balita Gizi Buruk",2006,0
17,"Prov. Bengkulu","Persen Balita Gizi Buruk",2007,4.8
17,"Prov. Bengkulu","Persen Balita Gizi Buruk",2008,0
17,"Prov. Bengkulu","Persen Balita Gizi Buruk",2009,0
17,"Prov. Bengkulu","Persen Balita Gizi Buruk",2010,0
17,"Prov. Bengkulu","Persen Balita Gizi Buruk",2011,0
17,"Prov. Bengkulu","Persen Balita Gizi Buruk",2012,0
17,"Prov. Bengkulu","Persen Desa UCI",2000,0
17,"Prov. Bengkulu","Persen Desa UCI",2001,0
17,"Prov. Bengkulu","Persen Desa UCI",2002,77.26
17,"Prov. Bengkulu","Persen Desa UCI",2003,49.37
17,"Prov. Bengkulu","Persen Desa UCI",2004,70.58
17,"Prov. Bengkulu","Persen Desa UCI",2005,71.45
17,"Prov. Bengkulu","Persen Desa UCI",2006,72.78
17,"Prov. Bengkulu","Persen Desa UCI",2007,71.51
17,"Prov. Bengkulu","Persen Desa UCI",2008,78.95
17,"Prov. Bengkulu","Persen Desa UCI",2009,76.25
17,"Prov. Bengkulu","Persen Desa UCI",2010,76.25
17,"Prov. Bengkulu","Persen Desa UCI",2011,76.25
17,"Prov. Bengkulu","Persen Desa UCI",2012,76.25
17,"Prov. Bengkulu","Persen Drop out imunisasi",2000,7.38
17,"Prov. Bengkulu","Persen Drop out imunisasi",2001,3.93
17,"Prov. Bengkulu","Persen Drop out imunisasi",2002,5.7
17,"Prov. Bengkulu","Persen Drop out imunisasi",2003,10.07
17,"Prov. Bengkulu","Persen Drop out imunisasi",2004,20
17,"Prov. Bengkulu","Persen Drop out imunisasi",2005,5.4
17,"Prov. Bengkulu","Persen Drop out imunisasi",2006,3.2
17,"Prov. Bengkulu","Persen Drop out imunisasi",2007,17.8
17,"Prov. Bengkulu","Persen Drop out imunisasi",2008,4.9
17,"Prov. Bengkulu","Persen Drop out imunisasi",2009,3.02
17,"Prov. Bengkulu","Persen Drop out imunisasi",2010,3.02
17,"Prov. Bengkulu","Persen Drop out imunisasi",2011,3.02
17,"Prov. Bengkulu","Persen Drop out imunisasi",2012,3.02
17,"Prov. Bengkulu","Persen Imunisasi Campak",2000,103.9
17,"Prov. Bengkulu","Persen Imunisasi Campak",2001,96.56
17,"Prov. Bengkulu","Persen Imunisasi Campak",2002,93.72
17,"Prov. Bengkulu","Persen Imunisasi Campak",2003,82.17
17,"Prov. Bengkulu","Persen Imunisasi Campak",2004,85.04
17,"Prov. Bengkulu","Persen Imunisasi Campak",2005,86.9
17,"Prov. Bengkulu","Persen Imunisasi Campak",2006,84.5
17,"Prov. Bengkulu","Persen Imunisasi Campak",2007,86.8
17,"Prov. Bengkulu","Persen Imunisasi Campak",2008,88.2
17,"Prov. Bengkulu","Persen Imunisasi Campak",2009,93.03
17,"Prov. Bengkulu","Persen Imunisasi Campak",2010,93.03
17,"Prov. Bengkulu","Persen Imunisasi Campak",2011,93.03
17,"Prov. Bengkulu","Persen Imunisasi Campak",2012,93.03
17,"Prov. Bengkulu","Persen Kunjungan Bayi",2000,0
17,"Prov. Bengkulu","Persen Kunjungan Bayi",2001,0
17,"Prov. Bengkulu","Persen Kunjungan Bayi",2002,0
17,"Prov. Bengkulu","Persen Kunjungan Bayi",2003,40.31
17,"Prov. Bengkulu","Persen Kunjungan Bayi",2004,76.52
17,"Prov. Bengkulu","Persen Kunjungan Bayi",2005,0
17,"Prov. Bengkulu","Persen Kunjungan Bayi",2006,0
17,"Prov. Bengkulu","Persen Kunjungan Bayi",2007,0
17,"Prov. Bengkulu","Persen Kunjungan Bayi",2008,0
17,"Prov. Bengkulu","Persen Kunjungan Bayi",2009,68.94
17,"Prov. Bengkulu","Persen Kunjungan Bayi",2010,68.94
17,"Prov. Bengkulu","Persen Kunjungan Bayi",2011,68.94
17,"Prov. Bengkulu","Persen Kunjungan Bayi",2012,68.94
17,"Prov. Bengkulu","Persen Kunjungan K1",2000,69.1
17,"Prov. Bengkulu","Persen Kunjungan K1",2001,75.14
17,"Prov. Bengkulu","Persen Kunjungan K1",2002,82.66
17,"Prov. Bengkulu","Persen Kunjungan K1",2003,0
17,"Prov. Bengkulu","Persen Kunjungan K1",2004,81.87
17,"Prov. Bengkulu","Persen Kunjungan K1",2005,80.01
17,"Prov. Bengkulu","Persen Kunjungan K1",2006,85.88
17,"Prov. Bengkulu","Persen Kunjungan K1",2007,88.05
17,"Prov. Bengkulu","Persen Kunjungan K1",2008,88.99
17,"Prov. Bengkulu","Persen Kunjungan K1",2009,91.82
17,"Prov. Bengkulu","Persen Kunjungan K1",2010,91.82
17,"Prov. Bengkulu","Persen Kunjungan K1",2011,91.82
17,"Prov. Bengkulu","Persen Kunjungan K1",2012,91.82
17,"Prov. Bengkulu","Persen Kunjungan K4",2000,58.9
17,"Prov. Bengkulu","Persen Kunjungan K4",2001,81.7
17,"Prov. Bengkulu","Persen Kunjungan K4",2002,69.16
17,"Prov. Bengkulu","Persen Kunjungan K4",2003,75.33
17,"Prov. Bengkulu","Persen Kunjungan K4",2004,73.76
17,"Prov. Bengkulu","Persen Kunjungan K4",2005,73.92
17,"Prov. Bengkulu","Persen Kunjungan K4",2006,77.08
17,"Prov. Bengkulu","Persen Kunjungan K4",2007,77.85
17,"Prov. Bengkulu","Persen Kunjungan K4",2008,80.39
17,"Prov. Bengkulu","Persen Kunjungan K4",2009,85.08
17,"Prov. Bengkulu","Persen Kunjungan K4",2010,85.08
17,"Prov. Bengkulu","Persen Kunjungan K4",2011,85.08
17,"Prov. Bengkulu","Persen Kunjungan K4",2012,85.08
17,"Prov. Bengkulu","Persen Kunjungan Neonatus KN1",2000,0
17,"Prov. Bengkulu","Persen Kunjungan Neonatus KN1",2001,66.96
17,"Prov. Bengkulu","Persen Kunjungan Neonatus KN1",2002,70.35
17,"Prov. Bengkulu","Persen Kunjungan Neonatus KN1",2003,89.73
17,"Prov. Bengkulu","Persen Kunjungan Neonatus KN1",2004,74.5
17,"Prov. Bengkulu","Persen Kunjungan Neonatus KN1",2005,76.51
17,"Prov. Bengkulu","Persen Kunjungan Neonatus KN1",2006,75.85
17,"Prov. Bengkulu","Persen Kunjungan Neonatus KN1",2007,80.09
17,"Prov. Bengkulu","Persen Kunjungan Neonatus KN1",2008,
17,"Prov. Bengkulu","Persen Kunjungan Neonatus KN1",2009,80.91
17,"Prov. Bengkulu","Persen Kunjungan Neonatus KN1",2010,80.91
17,"Prov. Bengkulu","Persen Kunjungan Neonatus KN1",2011,80.91
17,"Prov. Bengkulu","Persen Kunjungan Neonatus KN1",2012,80.91
17,"Prov. Bengkulu","Persen Pemberian Fe3 Ibu Hamil",2000,50.07
17,"Prov. Bengkulu","Persen Pemberian Fe3 Ibu Hamil",2001,64.71
17,"Prov. Bengkulu","Persen Pemberian Fe3 Ibu Hamil",2002,47.81
17,"Prov. Bengkulu","Persen Pemberian Fe3 Ibu Hamil",2003,58.45
17,"Prov. Bengkulu","Persen Pemberian Fe3 Ibu Hamil",2004,61.57
17,"Prov. Bengkulu","Persen Pemberian Fe3 Ibu Hamil",2005,59.97
17,"Prov. Bengkulu","Persen Pemberian Fe3 Ibu Hamil",2006,58.42
17,"Prov. Bengkulu","Persen Pemberian Fe3 Ibu Hamil",2007,68.45
17,"Prov. Bengkulu","Persen Pemberian Fe3 Ibu Hamil",2008,60
17,"Prov. Bengkulu","Persen Pemberian Fe3 Ibu Hamil",2009,74.68
17,"Prov. Bengkulu","Persen Pemberian Fe3 Ibu Hamil",2010,74.68
17,"Prov. Bengkulu","Persen Pemberian Fe3 Ibu Hamil",2011,74.68
17,"Prov. Bengkulu","Persen Pemberian Fe3 Ibu Hamil",2012,74.68
17,"Prov. Bengkulu","Persen Salinakes",2000,56.3
17,"Prov. Bengkulu","Persen Salinakes",2001,57.11
17,"Prov. Bengkulu","Persen Salinakes",2002,69.88
17,"Prov. Bengkulu","Persen Salinakes",2003,77.36
17,"Prov. Bengkulu","Persen Salinakes",2004,71.79
17,"Prov. Bengkulu","Persen Salinakes",2005,69.74
17,"Prov. Bengkulu","Persen Salinakes",2006,71.64
17,"Prov. Bengkulu","Persen Salinakes",2007,76.94
17,"Prov. Bengkulu","Persen Salinakes",2008,76.61
17,"Prov. Bengkulu","Persen Salinakes",2009,82.21
17,"Prov. Bengkulu","Persen Salinakes",2010,82.21
17,"Prov. Bengkulu","Persen Salinakes",2011,82.21
17,"Prov. Bengkulu","Persen Salinakes",2012,82.21
17,"Prov. Bengkulu","PersentasePeserta KB Baru",2000,0
17,"Prov. Bengkulu","PersentasePeserta KB Baru",2001,34442
17,"Prov. Bengkulu","PersentasePeserta KB Baru",2002,49861
17,"Prov. Bengkulu","PersentasePeserta KB Baru",2003,3620
17,"Prov. Bengkulu","PersentasePeserta KB Baru",2004,0
17,"Prov. Bengkulu","PersentasePeserta KB Baru",2005,50733
17,"Prov. Bengkulu","PersentasePeserta KB Baru",2006,65970
17,"Prov. Bengkulu","PersentasePeserta KB Baru",2007,65215
17,"Prov. Bengkulu","PersentasePeserta KB Baru",2008,80200
17,"Prov. Bengkulu","PersentasePeserta KB Baru",2009,27.41
17,"Prov. Bengkulu","PersentasePeserta KB Baru",2010,27.41
17,"Prov. Bengkulu","PersentasePeserta KB Baru",2011,27.41
17,"Prov. Bengkulu","PersentasePeserta KB Baru",2012,27.41
17,"Prov. Bengkulu","Prevalensi BBLR per 100",2000,1.97
17,"Prov. Bengkulu","Prevalensi BBLR per 100",2001,0
17,"Prov. Bengkulu","Prevalensi BBLR per 100",2002,.99
17,"Prov. Bengkulu","Prevalensi BBLR per 100",2003,0
17,"Prov. Bengkulu","Prevalensi BBLR per 100",2004,0
17,"Prov. Bengkulu","Prevalensi BBLR per 100",2005,0
17,"Prov. Bengkulu","Prevalensi BBLR per 100",2006,0
17,"Prov. Bengkulu","Prevalensi BBLR per 100",2007,8.9
17,"Prov. Bengkulu","Prevalensi BBLR per 100",2008,0
17,"Prov. Bengkulu","Prevalensi BBLR per 100",2009,0
17,"Prov. Bengkulu","Prevalensi BBLR per 100",2010,0
17,"Prov. Bengkulu","Prevalensi BBLR per 100",2011,0
17,"Prov. Bengkulu","Prevalensi BBLR per 100",2012,0
18,"Prov. Lampung","Jumlah Peserta JPK",2000,0
18,"Prov. Lampung","Jumlah Peserta JPK",2001,0
18,"Prov. Lampung","Jumlah Peserta JPK",2002,2010270
18,"Prov. Lampung","Jumlah Peserta JPK",2003,2010270
18,"Prov. Lampung","Jumlah Peserta JPK",2004,3267532
18,"Prov. Lampung","Jumlah Peserta JPK",2005,3294819
18,"Prov. Lampung","Jumlah Peserta JPK",2006,3433163
18,"Prov. Lampung","Jumlah Peserta JPK",2007,4449147
18,"Prov. Lampung","Jumlah Peserta JPK",2008,0
18,"Prov. Lampung","Jumlah Peserta JPK",2009,0
18,"Prov. Lampung","Jumlah Peserta JPK",2010,0
18,"Prov. Lampung","Jumlah Peserta JPK",2011,0
18,"Prov. Lampung","Jumlah Peserta JPK",2012,0
18,"Prov. Lampung","Persen Balita Gizi Buruk",2000,0
18,"Prov. Lampung","Persen Balita Gizi Buruk",2001,2.35
18,"Prov. Lampung","Persen Balita Gizi Buruk",2002,7.61
18,"Prov. Lampung","Persen Balita Gizi Buruk",2003,8.19
18,"Prov. Lampung","Persen Balita Gizi Buruk",2004,0
18,"Prov. Lampung","Persen Balita Gizi Buruk",2005,.04
18,"Prov. Lampung","Persen Balita Gizi Buruk",2006,0
18,"Prov. Lampung","Persen Balita Gizi Buruk",2007,5.7
18,"Prov. Lampung","Persen Balita Gizi Buruk",2008,0
18,"Prov. Lampung","Persen Balita Gizi Buruk",2009,0
18,"Prov. Lampung","Persen Balita Gizi Buruk",2010,0
18,"Prov. Lampung","Persen Balita Gizi Buruk",2011,0
18,"Prov. Lampung","Persen Balita Gizi Buruk",2012,0
18,"Prov. Lampung","Persen Desa UCI",2000,0
18,"Prov. Lampung","Persen Desa UCI",2001,0
18,"Prov. Lampung","Persen Desa UCI",2002,87.52
18,"Prov. Lampung","Persen Desa UCI",2003,88.97
18,"Prov. Lampung","Persen Desa UCI",2004,91.99
18,"Prov. Lampung","Persen Desa UCI",2005,90
18,"Prov. Lampung","Persen Desa UCI",2006,79.71
18,"Prov. Lampung","Persen Desa UCI",2007,87.38
18,"Prov. Lampung","Persen Desa UCI",2008,65.41
18,"Prov. Lampung","Persen Desa UCI",2009,44.86
18,"Prov. Lampung","Persen Desa UCI",2010,44.86
18,"Prov. Lampung","Persen Desa UCI",2011,44.86
18,"Prov. Lampung","Persen Desa UCI",2012,44.86
18,"Prov. Lampung","Persen Drop out imunisasi",2000,1.08
18,"Prov. Lampung","Persen Drop out imunisasi",2001,5.05
18,"Prov. Lampung","Persen Drop out imunisasi",2002,7.5
18,"Prov. Lampung","Persen Drop out imunisasi",2003,3.7
18,"Prov. Lampung","Persen Drop out imunisasi",2004,2.8
18,"Prov. Lampung","Persen Drop out imunisasi",2005,0
18,"Prov. Lampung","Persen Drop out imunisasi",2006,0
18,"Prov. Lampung","Persen Drop out imunisasi",2007,-1.1
18,"Prov. Lampung","Persen Drop out imunisasi",2008,2.7
18,"Prov. Lampung","Persen Drop out imunisasi",2009,9.08
18,"Prov. Lampung","Persen Drop out imunisasi",2010,9.08
18,"Prov. Lampung","Persen Drop out imunisasi",2011,9.08
18,"Prov. Lampung","Persen Drop out imunisasi",2012,9.08
18,"Prov. Lampung","Persen Imunisasi Campak",2000,100
18,"Prov. Lampung","Persen Imunisasi Campak",2001,88.32
18,"Prov. Lampung","Persen Imunisasi Campak",2002,93.31
18,"Prov. Lampung","Persen Imunisasi Campak",2003,91.88
18,"Prov. Lampung","Persen Imunisasi Campak",2004,93.38
18,"Prov. Lampung","Persen Imunisasi Campak",2005,84.2
18,"Prov. Lampung","Persen Imunisasi Campak",2006,87.5
18,"Prov. Lampung","Persen Imunisasi Campak",2007,89.2
18,"Prov. Lampung","Persen Imunisasi Campak",2008,85.5
18,"Prov. Lampung","Persen Imunisasi Campak",2009,77.3
18,"Prov. Lampung","Persen Imunisasi Campak",2010,77.3
18,"Prov. Lampung","Persen Imunisasi Campak",2011,77.3
18,"Prov. Lampung","Persen Imunisasi Campak",2012,77.3
18,"Prov. Lampung","Persen Kunjungan Bayi",2000,0
18,"Prov. Lampung","Persen Kunjungan Bayi",2001,0
18,"Prov. Lampung","Persen Kunjungan Bayi",2002,0
18,"Prov. Lampung","Persen Kunjungan Bayi",2003,88.78
18,"Prov. Lampung","Persen Kunjungan Bayi",2004,82.11
18,"Prov. Lampung","Persen Kunjungan Bayi",2005,0
18,"Prov. Lampung","Persen Kunjungan Bayi",2006,0
18,"Prov. Lampung","Persen Kunjungan Bayi",2007,0
18,"Prov. Lampung","Persen Kunjungan Bayi",2008,0
18,"Prov. Lampung","Persen Kunjungan Bayi",2009,79.7
18,"Prov. Lampung","Persen Kunjungan Bayi",2010,79.7
18,"Prov. Lampung","Persen Kunjungan Bayi",2011,79.7
18,"Prov. Lampung","Persen Kunjungan Bayi",2012,79.7
18,"Prov. Lampung","Persen Kunjungan K1",2000,0
18,"Prov. Lampung","Persen Kunjungan K1",2001,88.91
18,"Prov. Lampung","Persen Kunjungan K1",2002,92.02
18,"Prov. Lampung","Persen Kunjungan K1",2003,0
18,"Prov. Lampung","Persen Kunjungan K1",2004,93.84
18,"Prov. Lampung","Persen Kunjungan K1",2005,90.58
18,"Prov. Lampung","Persen Kunjungan K1",2006,93.35
18,"Prov. Lampung","Persen Kunjungan K1",2007,89.4
18,"Prov. Lampung","Persen Kunjungan K1",2008,92.31
18,"Prov. Lampung","Persen Kunjungan K1",2009,93.43
18,"Prov. Lampung","Persen Kunjungan K1",2010,93.43
18,"Prov. Lampung","Persen Kunjungan K1",2011,93.43
18,"Prov. Lampung","Persen Kunjungan K1",2012,93.43
18,"Prov. Lampung","Persen Kunjungan K4",2000,0
18,"Prov. Lampung","Persen Kunjungan K4",2001,80.04
18,"Prov. Lampung","Persen Kunjungan K4",2002,85.46
18,"Prov. Lampung","Persen Kunjungan K4",2003,81.93
18,"Prov. Lampung","Persen Kunjungan K4",2004,85.47
18,"Prov. Lampung","Persen Kunjungan K4",2005,83.23
18,"Prov. Lampung","Persen Kunjungan K4",2006,84.87
18,"Prov. Lampung","Persen Kunjungan K4",2007,81.62
18,"Prov. Lampung","Persen Kunjungan K4",2008,84.5
18,"Prov. Lampung","Persen Kunjungan K4",2009,86.09
18,"Prov. Lampung","Persen Kunjungan K4",2010,86.09
18,"Prov. Lampung","Persen Kunjungan K4",2011,86.09
18,"Prov. Lampung","Persen Kunjungan K4",2012,86.09
18,"Prov. Lampung","Persen Kunjungan Neonatus KN1",2000,0
18,"Prov. Lampung","Persen Kunjungan Neonatus KN1",2001,0
18,"Prov. Lampung","Persen Kunjungan Neonatus KN1",2002,31.17
18,"Prov. Lampung","Persen Kunjungan Neonatus KN1",2003,44.07
18,"Prov. Lampung","Persen Kunjungan Neonatus KN1",2004,85
18,"Prov. Lampung","Persen Kunjungan Neonatus KN1",2005,88.33
18,"Prov. Lampung","Persen Kunjungan Neonatus KN1",2006,86.77
18,"Prov. Lampung","Persen Kunjungan Neonatus KN1",2007,61.16
18,"Prov. Lampung","Persen Kunjungan Neonatus KN1",2008,
18,"Prov. Lampung","Persen Kunjungan Neonatus KN1",2009,88.3
18,"Prov. Lampung","Persen Kunjungan Neonatus KN1",2010,88.3
18,"Prov. Lampung","Persen Kunjungan Neonatus KN1",2011,88.3
18,"Prov. Lampung","Persen Kunjungan Neonatus KN1",2012,88.3
18,"Prov. Lampung","Persen Pemberian Fe3 Ibu Hamil",2000,77.17
18,"Prov. Lampung","Persen Pemberian Fe3 Ibu Hamil",2001,67.2
18,"Prov. Lampung","Persen Pemberian Fe3 Ibu Hamil",2002,67.2
18,"Prov. Lampung","Persen Pemberian Fe3 Ibu Hamil",2003,19.23
18,"Prov. Lampung","Persen Pemberian Fe3 Ibu Hamil",2004,78.28
18,"Prov. Lampung","Persen Pemberian Fe3 Ibu Hamil",2005,25.81
18,"Prov. Lampung","Persen Pemberian Fe3 Ibu Hamil",2006,75.81
18,"Prov. Lampung","Persen Pemberian Fe3 Ibu Hamil",2007,46.86
18,"Prov. Lampung","Persen Pemberian Fe3 Ibu Hamil",2008,23.55
18,"Prov. Lampung","Persen Pemberian Fe3 Ibu Hamil",2009,76.51
18,"Prov. Lampung","Persen Pemberian Fe3 Ibu Hamil",2010,76.51
18,"Prov. Lampung","Persen Pemberian Fe3 Ibu Hamil",2011,76.51
18,"Prov. Lampung","Persen Pemberian Fe3 Ibu Hamil",2012,76.51
18,"Prov. Lampung","Persen Salinakes",2000,0
18,"Prov. Lampung","Persen Salinakes",2001,0
18,"Prov. Lampung","Persen Salinakes",2002,77.94
18,"Prov. Lampung","Persen Salinakes",2003,79.56
18,"Prov. Lampung","Persen Salinakes",2004,73.62
18,"Prov. Lampung","Persen Salinakes",2005,75.24
18,"Prov. Lampung","Persen Salinakes",2006,75.79
18,"Prov. Lampung","Persen Salinakes",2007,75.91
18,"Prov. Lampung","Persen Salinakes",2008,78.64
18,"Prov. Lampung","Persen Salinakes",2009,81.79
18,"Prov. Lampung","Persen Salinakes",2010,81.79
18,"Prov. Lampung","Persen Salinakes",2011,81.79
18,"Prov. Lampung","Persen Salinakes",2012,81.79
18,"Prov. Lampung","PersentasePeserta KB Baru",2000,0
18,"Prov. Lampung","PersentasePeserta KB Baru",2001,169200
18,"Prov. Lampung","PersentasePeserta KB Baru",2002,208022
18,"Prov. Lampung","PersentasePeserta KB Baru",2003,14440
18,"Prov. Lampung","PersentasePeserta KB Baru",2004,0
18,"Prov. Lampung","PersentasePeserta KB Baru",2005,194214
18,"Prov. Lampung","PersentasePeserta KB Baru",2006,225347
18,"Prov. Lampung","PersentasePeserta KB Baru",2007,270848
18,"Prov. Lampung","PersentasePeserta KB Baru",2008,342261
18,"Prov. Lampung","PersentasePeserta KB Baru",2009,29.63
18,"Prov. Lampung","PersentasePeserta KB Baru",2010,29.63
18,"Prov. Lampung","PersentasePeserta KB Baru",2011,29.63
18,"Prov. Lampung","PersentasePeserta KB Baru",2012,29.63
18,"Prov. Lampung","Prevalensi BBLR per 100",2000,1.45
18,"Prov. Lampung","Prevalensi BBLR per 100",2001,1.02
18,"Prov. Lampung","Prevalensi BBLR per 100",2002,.99
18,"Prov. Lampung","Prevalensi BBLR per 100",2003,0
18,"Prov. Lampung","Prevalensi BBLR per 100",2004,0
18,"Prov. Lampung","Prevalensi BBLR per 100",2005,0
18,"Prov. Lampung","Prevalensi BBLR per 100",2006,0
18,"Prov. Lampung","Prevalensi BBLR per 100",2007,10.3
18,"Prov. Lampung","Prevalensi BBLR per 100",2008,0
18,"Prov. Lampung","Prevalensi BBLR per 100",2009,0
18,"Prov. Lampung","Prevalensi BBLR per 100",2010,0
18,"Prov. Lampung","Prevalensi BBLR per 100",2011,0
18,"Prov. Lampung","Prevalensi BBLR per 100",2012,0
19,"Prov. Kepulauan Bangka Belitung","Jumlah Peserta JPK",2000,0
19,"Prov. Kepulauan Bangka Belitung","Jumlah Peserta JPK",2001,0
19,"Prov. Kepulauan Bangka Belitung","Jumlah Peserta JPK",2002,19287
19,"Prov. Kepulauan Bangka Belitung","Jumlah Peserta JPK",2003,19287
19,"Prov. Kepulauan Bangka Belitung","Jumlah Peserta JPK",2004,95540
19,"Prov. Kepulauan Bangka Belitung","Jumlah Peserta JPK",2005,199081
19,"Prov. Kepulauan Bangka Belitung","Jumlah Peserta JPK",2006,297945
19,"Prov. Kepulauan Bangka Belitung","Jumlah Peserta JPK",2007,284870
19,"Prov. Kepulauan Bangka Belitung","Jumlah Peserta JPK",2008,0
19,"Prov. Kepulauan Bangka Belitung","Jumlah Peserta JPK",2009,0
19,"Prov. Kepulauan Bangka Belitung","Jumlah Peserta JPK",2010,0
19,"Prov. Kepulauan Bangka Belitung","Jumlah Peserta JPK",2011,0
19,"Prov. Kepulauan Bangka Belitung","Jumlah Peserta JPK",2012,0
19,"Prov. Kepulauan Bangka Belitung","Persen Balita Gizi Buruk",2000,0
19,"Prov. Kepulauan Bangka Belitung","Persen Balita Gizi Buruk",2001,0
19,"Prov. Kepulauan Bangka Belitung","Persen Balita Gizi Buruk",2002,7.63
19,"Prov. Kepulauan Bangka Belitung","Persen Balita Gizi Buruk",2003,9.32
19,"Prov. Kepulauan Bangka Belitung","Persen Balita Gizi Buruk",2004,0
19,"Prov. Kepulauan Bangka Belitung","Persen Balita Gizi Buruk",2005,0
19,"Prov. Kepulauan Bangka Belitung","Persen Balita Gizi Buruk",2006,0
19,"Prov. Kepulauan Bangka Belitung","Persen Balita Gizi Buruk",2007,4.6
19,"Prov. Kepulauan Bangka Belitung","Persen Balita Gizi Buruk",2008,0
19,"Prov. Kepulauan Bangka Belitung","Persen Balita Gizi Buruk",2009,0
19,"Prov. Kepulauan Bangka Belitung","Persen Balita Gizi Buruk",2010,0
19,"Prov. Kepulauan Bangka Belitung","Persen Balita Gizi Buruk",2011,0
19,"Prov. Kepulauan Bangka Belitung","Persen Balita Gizi Buruk",2012,0
19,"Prov. Kepulauan Bangka Belitung","Persen Desa UCI",2000,0
19,"Prov. Kepulauan Bangka Belitung","Persen Desa UCI",2001,0
19,"Prov. Kepulauan Bangka Belitung","Persen Desa UCI",2002,68.35
19,"Prov. Kepulauan Bangka Belitung","Persen Desa UCI",2003,97.14
19,"Prov. Kepulauan Bangka Belitung","Persen Desa UCI",2004,76.34
19,"Prov. Kepulauan Bangka Belitung","Persen Desa UCI",2005,78.86
19,"Prov. Kepulauan Bangka Belitung","Persen Desa UCI",2006,82.55
19,"Prov. Kepulauan Bangka Belitung","Persen Desa UCI",2007,83.8
19,"Prov. Kepulauan Bangka Belitung","Persen Desa UCI",2008,87.91
19,"Prov. Kepulauan Bangka Belitung","Persen Desa UCI",2009,89.88
19,"Prov. Kepulauan Bangka Belitung","Persen Desa UCI",2010,89.88
19,"Prov. Kepulauan Bangka Belitung","Persen Desa UCI",2011,89.88
19,"Prov. Kepulauan Bangka Belitung","Persen Desa UCI",2012,89.88
19,"Prov. Kepulauan Bangka Belitung","Persen Drop out imunisasi",2000,0
19,"Prov. Kepulauan Bangka Belitung","Persen Drop out imunisasi",2001,6.03
19,"Prov. Kepulauan Bangka Belitung","Persen Drop out imunisasi",2002,3.9
19,"Prov. Kepulauan Bangka Belitung","Persen Drop out imunisasi",2003,6.94
19,"Prov. Kepulauan Bangka Belitung","Persen Drop out imunisasi",2004,6
